,Unnamed: 0,id,prediction,top1,top1_p,top2,top2_p,top3,top3_p,top4,top4_p,top5,top5_p,top1_id,top2_id,top3_id,top4_id,top5_id
225,2672,4530692_8AWQVWHC_7NSKF3G6,"1. Breccia pipe gold, p=0.1235
2. Breccia pipe copper, p=0.0657
3. Porphyry gold ± copper, p=0.0624
4. Alkalic epithermal gold ± Ag, p=0.0452
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0404
",Breccia pipe gold,0.1234909147024154,Breccia pipe copper,0.0657210722565651,Porphyry gold ± copper,0.0624186322093009,Alkalic epithermal gold ± Ag,0.0451936535537242,Arc U-M intru-sion nickel-copper-PGE,0.0403953790664672,131,130,155,118,185
226,2685,4530692_8BKVH4S8_G3W65BIG,"1. Komatiite nickel-copper-PGE, p=0.0975
2. Magnetite-dominant IOCG, p=0.0661
3. Hematite-dominant IOCG, p=0.0629
4. Laterite nickel, p=0.0453
5. U-M intrusion nickel-copper-PGE, p=0.0407
",Komatiite nickel-copper-PGE,0.0974898710846901,Magnetite-dominant IOCG,0.0660748854279518,Hematite-dominant IOCG,0.062850035727024,Laterite nickel,0.0452760197222232,U-M intrusion nickel-copper-PGE,0.0406611412763595,175,105,104,18,180
227,2686,4530692_8BNCVHRJ_DNFWIPE6,"1. Anorthosite conduit nickel-copper-PGE, p=0.0806
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0746
3. Anorthosite mas-sif titanium, p=0.0631
4. Komatiite nickel-copper-PGE, p=0.0549
5. U-M intrusion nickel-copper-PGE, p=0.0439
",Anorthosite conduit nickel-copper-PGE,0.0806431919336319,Arc U-M intru-sion nickel-copper-PGE,0.0745922178030014,Anorthosite mas-sif titanium,0.0631462186574935,Komatiite nickel-copper-PGE,0.0548559501767158,U-M intrusion nickel-copper-PGE,0.0438707582652568,187,185,186,175,180
228,2694,4530692_8CGMRMXH_RXM7QH4T,"1. U-M intrusion nickel-copper-PGE, p=0.0852
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0781
3. Anorthosite conduit nickel-copper-PGE, p=0.0471
4. Komatiite nickel-copper-PGE, p=0.0462
5. Mafic-ultramafic VMS, p=0.0444
",U-M intrusion nickel-copper-PGE,0.0852078795433044,Arc U-M intru-sion nickel-copper-PGE,0.0781390070915222,Anorthosite conduit nickel-copper-PGE,0.0471108667552471,Komatiite nickel-copper-PGE,0.0461794771254062,Mafic-ultramafic VMS,0.044405210763216,180,185,187,175,108
229,2729,4530692_8F5XAVAF_VXV25D9S,"1. Porphyry copper ± gold, p=0.1239
2. Orogenic copper ± gold, p=0.0981
3. Porphyry gold ± copper, p=0.0793
4. Supergene copper, p=0.0676
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0503
",Porphyry copper ± gold,0.1239129155874252,Orogenic copper ± gold,0.0980514734983444,Porphyry gold ± copper,0.0792507454752922,Supergene copper,0.0676308870315551,Arc U-M intru-sion nickel-copper-PGE,0.0503156259655952,153,92,155,30,185
230,2730,4530692_8F7F9UQV_J767BTWE,"1. Fluvial placer diamond, p=0.2836
2. Kimberlite diamond, p=0.1293
3. Paleoplacer gold ± uranium, p=0.0622
4. Paleoplacer heavy mineral sands, p=0.0339
5. U-M intrusion nickel-copper-PGE, p=0.0327
",Fluvial placer diamond,0.2836088836193084,Kimberlite diamond,0.1292779743671417,Paleoplacer gold ± uranium,0.0622413791716098,Paleoplacer heavy mineral sands,0.0339017398655414,U-M intrusion nickel-copper-PGE,0.0326537638902664,8,174,15,13,180
231,2736,4530692_8FW8WSW6_RR8H3UQF,"1. Porphyry gold ± copper, p=0.0750
2. MVT zinc-lead, p=0.0698
3. Magnetite-dominant IOCG, p=0.0446
4. U-M intrusion nickel-copper-PGE, p=0.0383
5. Fluvial placer gold, p=0.0342
",Porphyry gold ± copper,0.0750329419970512,MVT zinc-lead,0.0697541236877441,Magnetite-dominant IOCG,0.0445877872407436,U-M intrusion nickel-copper-PGE,0.0382661260664463,Fluvial placer gold,0.0341585651040077,155,79,105,180,2
232,2748,4530692_8GJIFG9P_356J9B28,"1. U-M conduit nickel-copper-PGE, p=0.1415
2. U-M intrusion nickel-copper-PGE, p=0.1063
3. U-M layered intrusion nickel-copper-PGE, p=0.0769
4. Komatiite nickel-copper-PGE, p=0.0480
5. Ophiolite nickel-copper-PGE, p=0.0467
",U-M conduit nickel-copper-PGE,0.1414580047130584,U-M intrusion nickel-copper-PGE,0.1063122600317001,U-M layered intrusion nickel-copper-PGE,0.076949618756771,Komatiite nickel-copper-PGE,0.0480264723300933,Ophiolite nickel-copper-PGE,0.0466664098203182,181,180,177,175,183
233,2753,4530692_8H2SKUPN_2CEQA7KT,"1. Hypozonal orogenic gold, p=0.0726
2. Mesozonal orogenic gold, p=0.0587
3. Algoma-type banded iron formation, p=0.0534
4. Carlin-type gold, p=0.0424
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0402
",Hypozonal orogenic gold,0.0725538581609726,Mesozonal orogenic gold,0.058685153722763,Algoma-type banded iron formation,0.0534286499023437,Carlin-type gold,0.0424279905855655,Arc U-M intru-sion nickel-copper-PGE,0.0401718392968177,86,87,113,134,185
234,2759,4530692_8HCSSQIE_MIWDID33,"1. U-M intrusion nickel-copper-PGE, p=0.1115
2. U-M layered intrusion nickel-copper-PGE, p=0.0858
3. Ophiolite nickel-copper-PGE, p=0.0739
4. Laterite nickel, p=0.0466
5. Vein ± replacement nickel, p=0.0420
",U-M intrusion nickel-copper-PGE,0.1115410849452018,U-M layered intrusion nickel-copper-PGE,0.085823006927967,Ophiolite nickel-copper-PGE,0.0739253163337707,Laterite nickel,0.0465710535645484,Vein ± replacement nickel,0.0420462191104888,180,177,183,18,122
235,2761,4530692_8HG93U76_26MDRQVD,"1. U-M intrusion nickel-copper-PGE, p=0.1200
2. U-M layered intrusion nickel-copper-PGE, p=0.0922
3. Ophiolite nickel-copper-PGE, p=0.0654
4. Impact U-M intrusion nickel-copper-PGE, p=0.0556
5. Laterite nickel, p=0.0494
",U-M intrusion nickel-copper-PGE,0.119978480041027,U-M layered intrusion nickel-copper-PGE,0.092241995036602,Ophiolite nickel-copper-PGE,0.0654178112745285,Impact U-M intrusion nickel-copper-PGE,0.0555707290768623,Laterite nickel,0.0493763014674186,180,177,183,188,18
236,2762,4530692_8HIJMX96_9E6PGMX2,"1. Laterite nickel, p=0.2897
2. Ophiolite nickel-copper-PGE, p=0.0586
3. Laterite magnesite, p=0.0554
4. Carbonatite laterite REE, p=0.0475
5. U-M intrusion nickel-copper-PGE, p=0.0274
",Laterite nickel,0.2896638512611389,Ophiolite nickel-copper-PGE,0.0586439184844493,Laterite magnesite,0.0554022043943405,Carbonatite laterite REE,0.0474581867456436,U-M intrusion nickel-copper-PGE,0.0273655913770198,18,183,20,19,180
237,2768,4530692_8HTMT779_UUGS9VW4,"1. U-M layered intrusion nickel-copper-PGE, p=0.1671
2. U-M layered intrusion PGE, p=0.1171
3. U-M intrusion nickel-copper-PGE, p=0.1101
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0712
5. Komatiite nickel-copper-PGE, p=0.0524
",U-M layered intrusion nickel-copper-PGE,0.1670615077018737,U-M layered intrusion PGE,0.1170759946107864,U-M intrusion nickel-copper-PGE,0.1101487204432487,Arc U-M intru-sion nickel-copper-PGE,0.0712382644414901,Komatiite nickel-copper-PGE,0.052448783069849,177,178,180,185,175
238,2773,4530692_8I9EWN2S_XGMH96E9,"1. U-M intrusion nickel-copper-PGE, p=0.0875
2. Vein cobalt ± Ni, p=0.0480
3. Ophiolite nickel-copper-PGE, p=0.0432
4. Anorthosite conduit nickel-copper-PGE, p=0.0406
5. Komatiite nickel-copper-PGE, p=0.0380
",U-M intrusion nickel-copper-PGE,0.0874867662787437,Vein cobalt ± Ni,0.048041820526123,Ophiolite nickel-copper-PGE,0.0431555062532424,Anorthosite conduit nickel-copper-PGE,0.0405604727566242,Komatiite nickel-copper-PGE,0.0379860699176788,180,123,183,187,175
239,2782,4530692_8INDEAPG_KX3AV6PA,"1. Hypozonal orogenic gold, p=0.0724
2. Porphyry gold ± copper, p=0.0601
3. Orogenic copper ± gold, p=0.0450
4. U-M intrusion nickel-copper-PGE, p=0.0447
5. Mesozonal orogenic gold, p=0.0423
",Hypozonal orogenic gold,0.0724192336201667,Porphyry gold ± copper,0.0601004548370838,Orogenic copper ± gold,0.0450434386730194,U-M intrusion nickel-copper-PGE,0.044749729335308,Mesozonal orogenic gold,0.0423398911952972,86,155,92,180,87
240,2786,4530692_8IWIAAHF_SWBW2S2F,"1. U-M layered intrusion nickel-copper-PGE, p=0.0914
2. U-M intrusion nickel-copper-PGE, p=0.0896
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0777
4. U-M conduit nickel-copper-PGE, p=0.0664
5. Komatiite nickel-copper-PGE, p=0.0490
",U-M layered intrusion nickel-copper-PGE,0.0913690403103828,U-M intrusion nickel-copper-PGE,0.0895577669143676,Arc U-M intru-sion nickel-copper-PGE,0.0776863023638725,U-M conduit nickel-copper-PGE,0.0664034932851791,Komatiite nickel-copper-PGE,0.0489968731999397,177,180,185,181,175
241,2803,4530692_8JXKDI4A_59PFTC7R,"1. Supergene vanadium, p=0.0918
2. Porphyry gold ± copper, p=0.0735
3. Algoma-type banded iron formation, p=0.0676
4. Arc U-M intrusion titanium-vanadium, p=0.0393
5. Anorthosite conduit nickel-copper-PGE, p=0.0355
",Supergene vanadium,0.0917928516864776,Porphyry gold ± copper,0.0735063254833221,Algoma-type banded iron formation,0.067619502544403,Arc U-M intrusion titanium-vanadium,0.0392740853130817,Anorthosite conduit nickel-copper-PGE,0.0355264656245708,27,155,113,184,187
242,2807,4530692_8K9GNKJ8_INMXI63W,"1. U-M layered intrusion nickel-copper-PGE, p=0.1642
2. U-M layered intrusion PGE, p=0.1317
3. U-M intrusion nickel-copper-PGE, p=0.0933
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0792
5. Ophiolite nickel-copper-PGE, p=0.0552
",U-M layered intrusion nickel-copper-PGE,0.164245530962944,U-M layered intrusion PGE,0.1317357122898101,U-M intrusion nickel-copper-PGE,0.0933083742856979,Arc U-M intru-sion nickel-copper-PGE,0.0791889652609825,Ophiolite nickel-copper-PGE,0.0551821179687976,177,178,180,185,183
243,2811,4530692_8KMBRG83_JGC8VQUD,"1. Laterite nickel, p=0.1788
2. Iron oxide gold, p=0.0557
3. Ophiolite nickel-copper-PGE, p=0.0511
4. U-M intrusion nickel-copper-PGE, p=0.0454
5. Carbonatite laterite REE, p=0.0388
",Laterite nickel,0.1787926256656646,Iron oxide gold,0.0556546822190284,Ophiolite nickel-copper-PGE,0.0510693900287151,U-M intrusion nickel-copper-PGE,0.0454135462641716,Carbonatite laterite REE,0.0387960597872734,18,103,183,180,19
244,2859,4530692_8Q8PQIZ2_94N5ZK25,"1. U-M layered intrusion PGE, p=0.1695
2. U-M intrusion nickel-copper-PGE, p=0.1009
3. Komatiite nickel-copper-PGE, p=0.0878
4. U-M layered intrusion nickel-copper-PGE, p=0.0788
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0763
",U-M layered intrusion PGE,0.1695375442504882,U-M intrusion nickel-copper-PGE,0.1009238213300705,Komatiite nickel-copper-PGE,0.0878373831510543,U-M layered intrusion nickel-copper-PGE,0.0787663534283638,Arc U-M intru-sion nickel-copper-PGE,0.0762708485126495,178,180,175,177,185
245,2880,4530692_8SPF6M98_MVDWIQ2N,"1. Vein cobalt ± Ni, p=0.0537
2. U-M intrusion nickel-copper-PGE, p=0.0497
3. Vein copper, p=0.0437
4. Ophiolite nickel-copper-PGE, p=0.0390
5. Anorthosite conduit nickel-copper-PGE, p=0.0315
",Vein cobalt ± Ni,0.0537232980132103,U-M intrusion nickel-copper-PGE,0.0496735423803329,Vein copper,0.0437140576541423,Ophiolite nickel-copper-PGE,0.0390480421483516,Anorthosite conduit nickel-copper-PGE,0.0315404944121837,123,180,124,183,187
246,2889,4530692_8TI42X8Z_TN9E8HP6,"1. Arc U-M intru-sion nickel-copper-PGE, p=0.1311
2. U-M layered intrusion nickel-copper-PGE, p=0.1244
3. U-M intrusion nickel-copper-PGE, p=0.1081
4. U-M layered intrusion PGE, p=0.0684
5. U-M conduit nickel-copper-PGE, p=0.0671
",Arc U-M intru-sion nickel-copper-PGE,0.1311115175485611,U-M layered intrusion nickel-copper-PGE,0.1243869289755821,U-M intrusion nickel-copper-PGE,0.1080778688192367,U-M layered intrusion PGE,0.0683597922325134,U-M conduit nickel-copper-PGE,0.0671190619468689,185,177,180,178,181
247,2913,4530692_8VII8SAJ_J4DDQ5NJ,"1. Ophiolite nickel-copper-PGE, p=0.0819
2. U-M intrusion nickel-copper-PGE, p=0.0718
3. Komatiite nickel-copper-PGE, p=0.0697
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0555
5. Laterite nickel, p=0.0476
",Ophiolite nickel-copper-PGE,0.0819173082709312,U-M intrusion nickel-copper-PGE,0.0717729553580284,Komatiite nickel-copper-PGE,0.0697419494390487,Arc U-M intru-sion nickel-copper-PGE,0.0555308498442173,Laterite nickel,0.0475584901869297,183,180,175,185,18
248,2943,4530692_8XN65ADP_5HCBCBU3,"1. U-M intrusion nickel-copper-PGE, p=0.0924
2. Bimodal-mafic VMS, p=0.0455
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0434
4. Felsic-siliciclastic VMS, p=0.0407
5. Fluvial placer gold, p=0.0367
",U-M intrusion nickel-copper-PGE,0.0924034118652343,Bimodal-mafic VMS,0.0455118604004383,Arc U-M intru-sion nickel-copper-PGE,0.0433992519974708,Felsic-siliciclastic VMS,0.0407122708857059,Fluvial placer gold,0.0366883613169193,180,110,185,112,2
249,2947,4530692_8XVWEDFQ_DUZVNERZ,"1. Kimberlite diamond, p=0.2020
2. Fluvial placer diamond, p=0.0647
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0387
4. Paleoplacer gold ± uranium, p=0.0378
5. Magnetite-dominant IOCG, p=0.0310
",Kimberlite diamond,0.2020468413829803,Fluvial placer diamond,0.0647496581077575,Arc U-M intru-sion nickel-copper-PGE,0.0386519096791744,Paleoplacer gold ± uranium,0.0378088913857936,Magnetite-dominant IOCG,0.030981270596385,174,8,185,15,105
250,2959,4530692_8ZWNWQZ2_URQG9BV5,"1. Ophiolite nickel-copper-PGE, p=0.0978
2. U-M layered intrusion nickel-copper-PGE, p=0.0807
3. U-M intrusion nickel-copper-PGE, p=0.0658
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0455
5. Anorthosite conduit nickel-copper-PGE, p=0.0442
",Ophiolite nickel-copper-PGE,0.0977937951683998,U-M layered intrusion nickel-copper-PGE,0.0807448923587799,U-M intrusion nickel-copper-PGE,0.0657520815730094,Arc U-M intru-sion nickel-copper-PGE,0.0455147549510002,Anorthosite conduit nickel-copper-PGE,0.0442443266510963,183,177,180,185,187
251,2966,4530692_92G4VCP8_SJRUH8ZT,"1. Arc U-M intru-sion nickel-copper-PGE, p=0.1581
2. U-M intrusion nickel-copper-PGE, p=0.1458
3. Komatiite nickel-copper-PGE, p=0.0847
4. U-M layered intrusion nickel-copper-PGE, p=0.0678
5. Impact U-M intrusion nickel-copper-PGE, p=0.0428
",Arc U-M intru-sion nickel-copper-PGE,0.1581260859966278,U-M intrusion nickel-copper-PGE,0.1457542032003402,Komatiite nickel-copper-PGE,0.0846827030181884,U-M layered intrusion nickel-copper-PGE,0.0678323358297348,Impact U-M intrusion nickel-copper-PGE,0.0427963510155677,185,180,175,177,188
252,2972,4530692_92T8N4CK_BK4E4QSX,"1. Porphyry copper ± gold, p=0.1390
2. Porphyry gold ± copper, p=0.1314
3. Orogenic copper ± gold, p=0.0855
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0438
5. Supergene copper, p=0.0381
",Porphyry copper ± gold,0.1390388458967209,Porphyry gold ± copper,0.1313906610012054,Orogenic copper ± gold,0.0854592844843864,Arc U-M intru-sion nickel-copper-PGE,0.0437671318650245,Supergene copper,0.0380806364119052,153,155,92,185,30
253,2980,4530692_93EGM3NC_CQMTBM7B,"1. U-M intrusion nickel-copper-PGE, p=0.0836
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0705
3. Komatiite nickel-copper-PGE, p=0.0638
4. Anorthosite conduit nickel-copper-PGE, p=0.0466
5. Fluvial placer PGE, p=0.0426
",U-M intrusion nickel-copper-PGE,0.0836300700902938,Arc U-M intru-sion nickel-copper-PGE,0.0705437436699867,Komatiite nickel-copper-PGE,0.0637904331088066,Anorthosite conduit nickel-copper-PGE,0.0465752147138118,Fluvial placer PGE,0.042623434215784,180,185,175,187,3
254,2982,4530692_93N99AQ7_ACXRIKC3,"1. Fluvial placer PGE, p=0.0940
2. U-M layered intrusion PGE, p=0.0932
3. U-M intrusion nickel-copper-PGE, p=0.0813
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0760
5. U-M layered intrusion nickel-copper-PGE, p=0.0684
",Fluvial placer PGE,0.0939777642488479,U-M layered intrusion PGE,0.0932303220033645,U-M intrusion nickel-copper-PGE,0.0813439860939979,Arc U-M intru-sion nickel-copper-PGE,0.0760392621159553,U-M layered intrusion nickel-copper-PGE,0.0683712735772132,3,178,180,185,177
255,2985,4530692_93UQ8HAU_8CXFK58G,"1. Hypozonal orogenic gold, p=0.1545
2. Mesozonal orogenic gold, p=0.1148
3. Supergene gold, p=0.0383
4. U-M intrusion nickel-copper-PGE, p=0.0341
5. Epizonal orogenic gold, p=0.0337
",Hypozonal orogenic gold,0.1544962376356125,Mesozonal orogenic gold,0.1147934794425964,Supergene gold,0.0383403822779655,U-M intrusion nickel-copper-PGE,0.0340507850050926,Epizonal orogenic gold,0.0336798578500747,86,87,28,180,88
256,2997,4530692_955RPAP5_8WKX36F5,"1. U-M intrusion nickel-copper-PGE, p=0.1260
2. Ophiolite nickel-copper-PGE, p=0.0931
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0694
4. Komatiite nickel-copper-PGE, p=0.0484
5. Orogenic copper ± gold, p=0.0414
",U-M intrusion nickel-copper-PGE,0.1260023862123489,Ophiolite nickel-copper-PGE,0.0930785834789276,Arc U-M intru-sion nickel-copper-PGE,0.0693665295839309,Komatiite nickel-copper-PGE,0.0484474822878837,Orogenic copper ± gold,0.0414385721087455,180,183,185,175,92
257,3011,4530692_963AWI68_U2FM349V,"1. U-M intrusion nickel-copper-PGE, p=0.0676
2. U-M layered intrusion nickel-copper-PGE, p=0.0652
3. Vein ± replacement nickel, p=0.0603
4. Orogenic copper ± gold, p=0.0351
5. Ophiolite nickel-copper-PGE, p=0.0349
",U-M intrusion nickel-copper-PGE,0.0675722807645797,U-M layered intrusion nickel-copper-PGE,0.0651880726218223,Vein ± replacement nickel,0.0602830648422241,Orogenic copper ± gold,0.0351137667894363,Ophiolite nickel-copper-PGE,0.0348734632134437,180,177,122,92,183
258,3022,4530692_96PB9NC3_BUDW2IRF,"1. U-M intrusion nickel-copper-PGE, p=0.0639
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0638
3. Ophiolite nickel-copper-PGE, p=0.0594
4. Anorthosite conduit nickel-copper-PGE, p=0.0550
5. Fluvial placer PGE, p=0.0511
",U-M intrusion nickel-copper-PGE,0.0638840422034263,Arc U-M intru-sion nickel-copper-PGE,0.0637974962592125,Ophiolite nickel-copper-PGE,0.0594196580350399,Anorthosite conduit nickel-copper-PGE,0.0550484210252761,Fluvial placer PGE,0.0510875508189201,180,185,183,187,3
259,3027,4530692_96ZWFM3F_UMHNSCSA,"1. U-M intrusion nickel-copper-PGE, p=0.1121
2. Arc U-M intru-sion nickel-copper-PGE, p=0.1047
3. Komatiite nickel-copper-PGE, p=0.0951
4. U-M layered intrusion nickel-copper-PGE, p=0.0753
5. Vein ± replacement nickel, p=0.0426
",U-M intrusion nickel-copper-PGE,0.1120848134160041,Arc U-M intru-sion nickel-copper-PGE,0.104696936905384,Komatiite nickel-copper-PGE,0.0950745195150375,U-M layered intrusion nickel-copper-PGE,0.075327381491661,Vein ± replacement nickel,0.0425754487514495,180,185,175,177,122
260,3028,4530692_973R5U7V_H5UW9EDR,"1. Komatiite nickel-copper-PGE, p=0.1176
2. Hypozonal orogenic gold, p=0.0810
3. Mesozonal orogenic gold, p=0.0758
4. U-M intrusion nickel-copper-PGE, p=0.0339
5. Ophiolite nickel-copper-PGE, p=0.0330
",Komatiite nickel-copper-PGE,0.1176013723015785,Hypozonal orogenic gold,0.0809605792164802,Mesozonal orogenic gold,0.0758253931999206,U-M intrusion nickel-copper-PGE,0.0339497402310371,Ophiolite nickel-copper-PGE,0.0329859890043735,175,86,87,180,183
261,3034,4530692_97J49EEE_42ANWV9A,"1. Kimberlite diamond, p=0.2519
2. Algoma-type banded iron formation, p=0.1225
3. Fluvial placer diamond, p=0.0480
4. Paleoplacer gold ± uranium, p=0.0361
5. U-M intrusion nickel-copper-PGE, p=0.0292
",Kimberlite diamond,0.2518693804740906,Algoma-type banded iron formation,0.1224980354309082,Fluvial placer diamond,0.0479767695069313,Paleoplacer gold ± uranium,0.0360921435058116,U-M intrusion nickel-copper-PGE,0.02924070879817,174,113,8,15,180
262,3038,4530692_982UMWB8_9J66NXE7,"1. Komatiite nickel-copper-PGE, p=0.1238
2. Vein ± replacement nickel, p=0.0941
3. U-M layered intrusion nickel-copper-PGE, p=0.0866
4. Ophiolite nickel-copper-PGE, p=0.0725
5. U-M intrusion nickel-copper-PGE, p=0.0515
",Komatiite nickel-copper-PGE,0.1237791627645492,Vein ± replacement nickel,0.0940622687339782,U-M layered intrusion nickel-copper-PGE,0.0866207331418991,Ophiolite nickel-copper-PGE,0.0725454986095428,U-M intrusion nickel-copper-PGE,0.0515454784035682,175,122,177,183,180
263,3049,4530692_99BUHECV_WBUAF3HC,"1. U-M intrusion nickel-copper-PGE, p=0.0993
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0488
3. U-M layered intrusion nickel-copper-PGE, p=0.0479
4. Algoma-type banded iron formation, p=0.0470
5. Komatiite nickel-copper-PGE, p=0.0435
",U-M intrusion nickel-copper-PGE,0.0992724746465683,Arc U-M intru-sion nickel-copper-PGE,0.0488365814089775,U-M layered intrusion nickel-copper-PGE,0.0479145720601081,Algoma-type banded iron formation,0.0470060668885707,Komatiite nickel-copper-PGE,0.0435341261327266,180,185,177,113,175
264,3064,4530692_9A783GNG_DAWSHSQR,"1. U-M intrusion nickel-copper-PGE, p=0.1620
2. U-M layered intrusion nickel-copper-PGE, p=0.0682
3. Ophiolite nickel-copper-PGE, p=0.0632
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0501
5. U-M conduit nickel-copper-PGE, p=0.0478
",U-M intrusion nickel-copper-PGE,0.1619795709848404,U-M layered intrusion nickel-copper-PGE,0.0682131424546241,Ophiolite nickel-copper-PGE,0.0631768330931663,Arc U-M intru-sion nickel-copper-PGE,0.0501320287585258,U-M conduit nickel-copper-PGE,0.0478051863610744,180,177,183,185,181
265,3094,4530692_9CBXDCP4_HTC7KXE8,"1. U-M intrusion nickel-copper-PGE, p=0.1564
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0843
3. Hypozonal orogenic gold, p=0.0652
4. Komatiite nickel-copper-PGE, p=0.0483
5. Mesozonal orogenic gold, p=0.0447
",U-M intrusion nickel-copper-PGE,0.1563754081726074,Arc U-M intru-sion nickel-copper-PGE,0.0843334347009658,Hypozonal orogenic gold,0.065233826637268,Komatiite nickel-copper-PGE,0.0483426190912723,Mesozonal orogenic gold,0.0446763932704925,180,185,86,175,87
266,3102,4530692_9D33RVCR_38J3VH4J,"1. U-M intrusion nickel-copper-PGE, p=0.1332
2. U-M conduit nickel-copper-PGE, p=0.0486
3. Porphyry gold ± copper, p=0.0428
4. U-M layered intrusion nickel-copper-PGE, p=0.0417
5. Anorthosite conduit nickel-copper-PGE, p=0.0380
",U-M intrusion nickel-copper-PGE,0.1332310736179351,U-M conduit nickel-copper-PGE,0.0485790036618709,Porphyry gold ± copper,0.0427566096186637,U-M layered intrusion nickel-copper-PGE,0.0416882596909999,Anorthosite conduit nickel-copper-PGE,0.037992525845766,180,181,155,177,187
267,3118,4530692_9DWRFW6T_994Z626A,"1. Arc U-M intru-sion nickel-copper-PGE, p=0.1633
2. U-M intrusion nickel-copper-PGE, p=0.1120
3. U-M layered intrusion nickel-copper-PGE, p=0.1103
4. U-M conduit nickel-copper-PGE, p=0.0821
5. Komatiite nickel-copper-PGE, p=0.0631
",Arc U-M intru-sion nickel-copper-PGE,0.1633153110742569,U-M intrusion nickel-copper-PGE,0.1120097786188125,U-M layered intrusion nickel-copper-PGE,0.1103485003113746,U-M conduit nickel-copper-PGE,0.082069419324398,Komatiite nickel-copper-PGE,0.0630824193358421,185,180,177,181,175
268,3132,4530692_9F9N35F8_7R7RNZZZ,"1. Komatiite nickel-copper-PGE, p=0.3120
2. U-M intrusion nickel-copper-PGE, p=0.0843
3. U-M layered intrusion PGE, p=0.0582
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0463
5. Impact U-M intrusion nickel-copper-PGE, p=0.0368
",Komatiite nickel-copper-PGE,0.3120390176773071,U-M intrusion nickel-copper-PGE,0.0843131467700004,U-M layered intrusion PGE,0.0581592693924903,Arc U-M intru-sion nickel-copper-PGE,0.046260766685009,Impact U-M intrusion nickel-copper-PGE,0.0367702171206474,175,180,178,185,188
269,3133,4530692_9FCW3WC9_WHJPRKZF,"1. U-M intrusion nickel-copper-PGE, p=0.1606
2. U-M layered intrusion nickel-copper-PGE, p=0.0674
3. U-M conduit nickel-copper-PGE, p=0.0618
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0606
5. Anorthosite conduit nickel-copper-PGE, p=0.0573
",U-M intrusion nickel-copper-PGE,0.1606344282627105,U-M layered intrusion nickel-copper-PGE,0.0673884749412536,U-M conduit nickel-copper-PGE,0.0617895312607288,Arc U-M intru-sion nickel-copper-PGE,0.0605962797999382,Anorthosite conduit nickel-copper-PGE,0.0572762489318847,180,177,181,185,187
270,3134,4530692_9FF4JST9_35GEPK2P,"1. U-M layered intrusion PGE, p=0.1658
2. U-M intrusion nickel-copper-PGE, p=0.0887
3. Fluvial placer PGE, p=0.0803
4. Ophiolite nickel-copper-PGE, p=0.0569
5. U-M layered intrusion nickel-copper-PGE, p=0.0528
",U-M layered intrusion PGE,0.1657875925302505,U-M intrusion nickel-copper-PGE,0.0886576399207115,Fluvial placer PGE,0.0803017243742942,Ophiolite nickel-copper-PGE,0.0569026656448841,U-M layered intrusion nickel-copper-PGE,0.0528436228632926,178,180,3,183,177
271,3139,4530692_9G3S5X95_5PFUDANA,"1. U-M conduit nickel-copper-PGE, p=0.0960
2. U-M intrusion nickel-copper-PGE, p=0.0879
3. U-M layered intrusion nickel-copper-PGE, p=0.0809
4. Ophiolite nickel-copper-PGE, p=0.0574
5. Vein ± replacement nickel, p=0.0536
",U-M conduit nickel-copper-PGE,0.0960274189710617,U-M intrusion nickel-copper-PGE,0.0879223719239234,U-M layered intrusion nickel-copper-PGE,0.0809353813529014,Ophiolite nickel-copper-PGE,0.0574208572506904,Vein ± replacement nickel,0.0536300465464592,181,180,177,183,122
272,3163,4530692_9IAF67QH_7TWSQK7C,"1. U-M intrusion nickel-copper-PGE, p=0.1055
2. Anorthosite conduit nickel-copper-PGE, p=0.0700
3. U-M layered intrusion nickel-copper-PGE, p=0.0606
4. Ophiolite nickel-copper-PGE, p=0.0523
5. Vein ± replacement nickel, p=0.0400
",U-M intrusion nickel-copper-PGE,0.1054659113287925,Anorthosite conduit nickel-copper-PGE,0.0699763521552085,U-M layered intrusion nickel-copper-PGE,0.0605928637087345,Ophiolite nickel-copper-PGE,0.052281055599451,Vein ± replacement nickel,0.0399659387767314,180,187,177,183,122
